name,datetime,Mean Area-Weighted Radiance,Month ,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Sao Paulo,2016-07-16,51.41000654,7,22.2,14.1,19,22.2,14.1,19,12.4,68.1,5.3,100,8.33,rain,0,0,52.6,30,290,1014.4,74.4,9.5,93.1,7.9,4,,2016-07-16 6:47:52,2016-07-16 17:37:47,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-17,42.50237758,7,19,9.6,13.9,19,7.8,13.8,4.9,59.1,0,0,0,,0,0,38.9,20.8,277.8,1019.4,23.2,10.6,195.3,16.1,7,,2016-07-17 6:47:36,2016-07-17 17:38:13,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-18,49.33966556,7,17.2,9,11.5,17.2,7,10.9,5.5,68.1,0,0,0,,0,0,25.6,19.1,127.3,1022.7,67.5,9.7,179.9,15,7,,2016-07-18 6:47:19,2016-07-18 17:38:39,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-19,44.16108273,7,16.6,10,12.3,16.6,8,11.9,6.9,70.4,0,0,0,,0,0,28.1,17.2,116.7,1022.9,79.9,9,104,8.5,4,,2016-07-19 6:47:01,2016-07-19 17:39:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-20,47.09128047,7,17.1,10,12.8,17.1,9.6,12.8,8,73.4,0,0,0,,0,0,31.7,18.1,134.6,1022.6,84.4,8.4,157.5,13.2,6,,2016-07-20 6:46:42,2016-07-20 17:39:31,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-21,47.34888319,7,17.1,11,13.4,17.1,11,13.4,8.7,73.8,0,0,0,,0,0,27.4,15.2,140.1,1022.7,87.8,8.3,146.5,12.1,6,,2016-07-21 6:46:22,2016-07-21 17:39:57,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-22,44.05012333,7,17.2,11,12.9,17.2,11,12.9,8.9,77.5,0,0,0,,0,0,29.5,21.2,140.2,1023.6,93,8.1,126.7,10.6,5,,2016-07-22 6:46:00,2016-07-22 17:40:23,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-23,45.82026411,7,23,12,16,23,12,16,11.3,75.1,0,0,0,,0,0,28.8,17.4,104.9,1022.7,53.9,7.9,197.5,16.2,7,,2016-07-23 6:45:38,2016-07-23 17:40:49,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-24,51.66970643,7,27.5,13.9,19.3,27,13.9,19.2,12.4,67.8,0,0,0,,0,0,33.8,20,28.2,1022.3,21,9.3,199.6,16.4,7,,2016-07-24 6:45:14,2016-07-24 17:41:15,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-25,51.4395989,7,25.6,12.7,18.8,25.6,12.7,18.8,11.4,64.2,0,0,0,,0,0,23.4,15.5,126.1,1022.6,10.6,8.4,183.6,15.2,7,,2016-07-25 6:44:49,2016-07-25 17:41:41,0.7,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-26,53.13923746,7,27.6,12.3,20.9,26.8,12.3,20.9,9.8,52.3,0,0,0,,0,0,44.6,22.1,337.9,1019.8,16.1,9.8,203.8,16.9,7,,2016-07-26 6:44:22,2016-07-26 17:42:07,0.75,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-27,53.99304017,7,26.6,13,19.4,26.6,13,19.4,9.2,52.5,0,0,0,,0,0,40.7,23,290.8,1020.1,21.4,10.7,169.6,14,7,,2016-07-27 6:43:55,2016-07-27 17:42:33,0.78,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-28,52.99027719,7,18.2,11,13.6,18.2,11,13.6,8.2,70.6,0,0,0,,0,0,38.5,21.9,129.6,1024.4,52.9,9.4,189.7,15.9,7,,2016-07-28 6:43:27,2016-07-28 17:42:59,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-29,51.67669251,7,17.7,12,14.4,17.7,12,14.4,11,80.1,0,0,0,,0,0,36.4,18.2,129,1024.8,98,8.1,125.9,10.4,5,,2016-07-29 6:42:57,2016-07-29 17:43:25,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-30,48.55747564,7,23,13,16.6,23,13,16.6,12.2,76.4,0,0,0,,0,0,32,17,117.4,1025.1,62.7,8.1,181.3,15.1,7,,2016-07-30 6:42:26,2016-07-30 17:43:51,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-07-31,54.67471158,7,24,14,18,24,14,18,12.4,71.6,0,0,0,,0,0,22.3,16.1,79.5,1023.7,54.5,7.9,189.1,15.6,7,,2016-07-31 6:41:54,2016-07-31 17:44:16,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-01,51.17082012,8,25,12.7,19.5,25,12.7,19.5,10.7,60.3,0,0,0,,0,0,41,21.3,316.2,1021.6,16,9.5,210.2,17.4,7,,2016-08-01 6:41:21,2016-08-01 17:44:42,0.96,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-02,49.59567732,8,18.7,13.9,15.8,18.7,13.9,15.8,12.1,79,0,0,0,,0,0,38.2,19.6,157,1024.9,75.2,8.6,110.2,9.1,4,,2016-08-02 6:40:47,2016-08-02 17:45:07,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-03,42.31399966,8,20.2,14,16.1,20.2,14,16.1,12.6,80.4,0,0,0,,0,0,34.2,23.6,138.8,1025.3,94.5,8.2,141.8,11.8,6,,2016-08-03 6:40:12,2016-08-03 17:45:32,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-04,41.13567536,8,24.6,15,18.4,24.6,15,18.4,13.2,73.4,0,0,0,,0,0,31.3,19.4,108.1,1023.9,61,9.2,182.6,15.1,7,,2016-08-04 6:39:36,2016-08-04 17:45:57,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-05,48.65248632,8,26.2,15,20.1,26.2,15,20.1,12,63.1,0,0,0,,0,0,28.1,10.7,63.5,1022,38.3,8.8,201,16.6,7,,2016-08-05 6:38:59,2016-08-05 17:46:22,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-06,51.67605942,8,28,16.2,22.1,27.1,16.2,22,10.3,49.6,0,0,0,,0,0,44.3,22.2,353.6,1020.4,29.2,10.5,217.3,18,8,,2016-08-06 6:38:21,2016-08-06 17:46:47,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-07,52.21705991,8,21.1,15.4,18,21.1,15.4,18,11.2,65.4,0,0,0,,0,0,44.6,23.8,159.9,1020.1,70.3,10.3,187.1,15.4,7,,2016-08-07 6:37:42,2016-08-07 17:47:11,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-08,35.59556482,8,18.1,14,15.6,18.1,14,15.6,12.8,83.3,0,0,0,,0,0,34.2,18.2,151.3,1020.7,98,8.6,129.4,10.6,5,,2016-08-08 6:37:02,2016-08-08 17:47:35,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-09,45.51939791,8,22.2,15,18.4,22.2,15,18.4,13.9,76.1,0,0,0,,0,0,38.2,12.7,173,1020.2,68,8.3,125.5,10.5,6,,2016-08-09 6:36:21,2016-08-09 17:48:00,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-10,38.75794269,8,16.5,11,13.9,16.5,11,13.9,9.6,76.1,0,0,0,,0,0,38.9,22,174.9,1022.3,84.1,9.6,168.4,13.9,7,,2016-08-10 6:35:39,2016-08-10 17:48:23,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-11,49.86199018,8,15,8.8,11.8,15,7.8,11.6,7.7,76.4,0,0,0,,0,0,37.1,18,169,1023.2,74.9,9.8,133.7,11.1,4,,2016-08-11 6:34:56,2016-08-11 17:48:47,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-12,50.65403936,8,18.6,10.9,13.6,18.6,10.9,13.6,8.9,74.3,0.3,100,4.17,rain,0,0,31.3,23.2,135.9,1023.2,74,9.6,195.1,16.1,7,,2016-08-12 6:34:12,2016-08-12 17:49:11,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-13,47.02423744,8,26,11,16.8,26,11,16.8,7.8,60.3,0,0,0,,0,0,22.3,11.5,68.8,1019.5,30.4,10.6,237.8,19.7,8,,2016-08-13 6:33:27,2016-08-13 17:49:34,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-14,56.35568761,8,30,10.7,19.8,28.2,10.7,19.4,7,48.6,0,0,0,,0,0,36.4,16.9,324.7,1017.1,3.7,10.2,221.9,18.4,8,,2016-08-14 6:32:41,2016-08-14 17:49:57,0.38,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-15,47.66239433,8,29.5,13,18.3,28.1,13,18.1,9.4,59.4,2,100,8.33,rain,0,0,65.2,33.6,223.4,1014.6,34.1,9.3,191.1,15.9,8,,2016-08-15 6:31:55,2016-08-15 17:50:20,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-16,51.71441734,8,24,14.4,18.9,24,14.4,18.9,12.1,66.2,0,0,0,,0,0,39.6,22.6,309.2,1015.9,52.5,10.5,154.4,12.6,6,,2016-08-16 6:31:07,2016-08-16 17:50:42,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-17,49.74600355,8,28.6,15.7,21.6,27.8,15.7,21.4,12.8,60.5,0,0,0,,0,0,56.7,29.6,307.7,1017.1,15.7,10.5,232.8,19.2,8,,2016-08-17 6:30:19,2016-08-17 17:51:05,0.48,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-18,47.14037802,8,21.6,14.1,17.2,21.6,14.1,17.2,14.3,83.1,0.3,100,4.17,rain,0,0,46.4,25.4,132.5,1021.2,67.2,8.5,173.4,14.4,6,,2016-08-18 6:29:30,2016-08-18 17:51:27,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-19,49.07679376,8,27.2,13.1,18.9,27.7,13.1,18.9,14.6,77.3,0,0,0,,0,0,37.8,23.6,116.7,1018.5,64.8,8.5,203,16.9,7,,2016-08-19 6:28:41,2016-08-19 17:51:49,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-20,47.88234075,8,21.6,15.1,18.4,21.6,15.1,18.4,15.6,84.1,4.8,100,12.5,rain,0,0,61.6,16.3,39.7,1016.1,81.1,7.7,112.5,9.4,5,,2016-08-20 6:27:50,2016-08-20 17:52:10,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-21,51.71441734,8,18.6,9.8,14.6,18.6,7.6,14.5,12.4,86.6,2.7,100,8.33,rain,0,0,63,20.5,237.5,1018.2,84.1,6.8,32.4,2.5,1,,2016-08-21 6:26:59,2016-08-21 17:52:32,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-22,35.2425077,8,13.6,9,10.8,13.6,6,10,8,82.6,0.2,100,4.17,rain,0,0,39.6,21.5,162.2,1025.5,94.7,9.1,91.5,7.6,3,,2016-08-22 6:26:07,2016-08-22 17:52:53,0.65,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-23,42.35369688,8,20.1,9,13.6,20.1,7.9,13.5,9.1,75.5,0,0,0,,0,0,31.7,22.7,114.5,1024.9,77.3,9.9,238.7,19.7,8,,2016-08-23 6:25:15,2016-08-23 17:53:14,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-24,41.75997592,8,22.9,13,16.5,22.9,13,16.5,10.9,70.7,0,0,0,,0,0,34.6,19.4,110,1024.2,64.8,9.9,241,20.2,8,,2016-08-24 6:24:22,2016-08-24 17:53:35,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-25,48.56613933,8,25.6,13.9,17.8,25.6,13.9,17.8,12,71.3,0,0,0,,0,0,22,16.1,108.7,1022.8,40.9,9.1,251.4,21,8,,2016-08-25 6:23:28,2016-08-25 17:53:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-26,54.21872253,8,28.2,12.1,18.9,26.9,12.1,18.8,10.4,62.5,0,0,0,,0,0,19.1,17,128.9,1020.6,13,9.4,237.8,19.7,8,,2016-08-26 6:22:33,2016-08-26 17:54:17,0.79,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-27,52.59568711,8,28.5,12.9,20.1,27.1,12.9,19.9,9.5,56.7,0,0,0,,0,0,27.4,14.3,7.6,1019.7,8.7,9.2,248.5,20.7,9,,2016-08-27 6:21:38,2016-08-27 17:54:37,0.83,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-28,55.09419906,8,30,13.8,22.5,28.5,13.8,22.1,9.8,48.1,0,0,0,,0,0,36.7,20.4,355.9,1018,6.2,10.7,257.8,21.3,9,,2016-08-28 6:20:43,2016-08-28 17:54:57,0.87,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-29,50.30540075,8,30.9,16.6,24.1,29.4,16.6,23.7,11,46.1,0,0,0,,0,0,23.4,13.6,72,1018.4,40.1,10.8,249.5,20.7,8,,2016-08-29 6:19:47,2016-08-29 17:55:17,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-30,48.98153308,8,28,18.2,23.6,28,18.2,23.6,12.7,51.1,0,0,0,,0,0,30.6,14.4,325.8,1017.9,77.7,10.7,206.7,16.9,7,,2016-08-30 6:18:50,2016-08-30 17:55:37,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-08-31,51.44176586,8,20,15.4,17.1,20,15.4,17.1,13.7,80.5,7.2,100,12.5,rain,0,0,50,24,319.4,1018.9,84.2,9.5,96.8,7.9,3,,2016-08-31 6:17:53,2016-08-31 17:55:57,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-01,47.91129897,9,22.6,13,17.7,22.6,13,17.7,12.1,71.5,0,0,0,,0,0,35.6,19.6,153.4,1022.5,45,10.2,244.1,20.2,9,,2016-09-01 6:16:55,2016-09-01 17:56:17,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-02,45.5925479,9,23.2,15,18.2,23.2,15,18.2,14.5,79.6,0,0,0,,0,0,36.7,22.8,129.7,1023.7,88.7,8.3,161.1,13.4,6,,2016-09-02 6:15:57,2016-09-02 17:56:36,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-03,28.43899997,9,25,18,20.1,25,18,20.1,16,77.8,0,0,0,,0,0,29.5,20.1,126.7,1022.6,87.8,8.4,122,10,5,,2016-09-03 6:14:59,2016-09-03 17:56:56,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-04,50.75854558,9,21.9,17.6,19.7,21.9,17.6,19.7,14.8,74.5,0,0,0,,0,0,41.4,14.4,328.2,1022,73,9.8,155.6,12.8,6,,2016-09-04 6:14:00,2016-09-04 17:57:15,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-05,48.57552403,9,22.7,16,18.5,22.7,16,18.5,14.9,79.9,0,0,0,,0,0,33.5,15.5,141.4,1021.9,73.8,7.7,201.5,16.8,8,,2016-09-05 6:13:01,2016-09-05 17:57:34,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-06,50.79844821,9,20.6,16,18.3,20.6,16,18.3,14.8,80.3,4.2,100,8.33,rain,0,0,50.8,24.1,326.4,1020.7,83.1,8.8,94.2,7.8,4,,2016-09-06 6:12:01,2016-09-06 17:57:53,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-07,38.89004846,9,20,15.4,18,20,15.4,18,13.8,76.4,0,0,0,,0,0,50.8,21.7,305.4,1019.8,69.7,10.4,173.1,14.3,6,,2016-09-07 6:11:01,2016-09-07 17:58:13,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-08,51.34372451,9,24.9,11.1,16.7,24.9,11.1,16.7,9.7,66.3,0,0,0,,0,0,38.9,20.2,155.5,1020.9,36.8,9.7,284.6,23.6,9,,2016-09-08 6:10:01,2016-09-08 17:58:32,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-09,42.95227321,9,21.7,14,17.1,21.7,14,17.1,12.9,76.9,0,0,0,,0,0,37.8,21.5,139,1023.7,88.6,9.4,170.6,14.2,5,,2016-09-09 6:09:00,2016-09-09 17:58:51,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-10,43.36694929,9,24.6,16,18.8,24.6,16,18.8,14.3,76,0,0,0,,0,0,35.3,20.4,122.1,1025,77.1,8.8,227.6,18.8,8,,2016-09-10 6:08:00,2016-09-10 17:59:10,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-11,35.88555266,9,28.3,17,20.6,28.1,17,20.6,15.6,75.3,0,0,0,,0,0,25.2,18.9,123.9,1021.5,74.8,8.6,237.3,19.6,8,,2016-09-11 6:06:59,2016-09-11 17:59:28,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-12,51.14113069,9,30.6,16,23.4,29.2,16,23,12.8,57.4,0,0,0,,0,0,38.2,18.3,5.8,1016.6,24.6,9.6,264.9,21.9,8,,2016-09-12 6:05:57,2016-09-12 17:59:47,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-13,51.43593639,9,31.6,18.7,26.6,29.9,18.7,25.8,9.5,36.5,0,0,0,,0,0,58.7,28.4,1.6,1014.3,41.4,10.7,271.3,22.5,8,,2016-09-13 6:04:56,2016-09-13 18:00:06,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-14,46.97141322,9,27.1,19.3,23.1,27.3,19.3,23.1,11.4,48.8,0,0,0,,0,0,34.9,25.9,291,1014.4,60.7,9.3,155.2,12.9,6,,2016-09-14 6:03:55,2016-09-14 18:00:25,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-15,50.42057055,9,23.2,13.6,18.2,23.2,13.6,18.2,9.2,56.6,0,0,0,,0,0,32.4,18.2,151.7,1018.7,18.6,10.5,292,24.3,9,,2016-09-15 6:02:53,2016-09-15 18:00:44,0.46,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-16,51.17328353,9,18.1,12,15.3,18.1,12,15.3,11.6,78.7,0,0,0,,0,0,40.3,22.2,131.8,1021.6,82.6,9.6,198.2,16.5,7,,2016-09-16 6:01:51,2016-09-16 18:01:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-17,43.00627612,9,26.6,15,19.3,26.6,15,19.3,14.7,75.5,0,0,0,,0,0,51.8,20.4,128.4,1019.2,60.1,8.4,240.4,19.9,8,,2016-09-17 6:00:49,2016-09-17 18:01:22,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-18,49.90635111,9,32,17.6,22.4,32,17.6,22.3,15.4,68.9,12,100,4.17,rain,0,0,40.7,29,266.2,1019,36.4,8.5,266.7,22.2,9,,2016-09-18 5:59:47,2016-09-18 18:01:42,0.56,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-19,48.00224175,9,25.6,17,19.2,25.6,17,19.2,15.2,77.9,0,0,0,,0,0,40.7,20,125.8,1017.9,62.7,8.9,251.5,20.8,9,,2016-09-19 5:58:46,2016-09-19 18:02:01,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-20,50.95640507,9,17,12,14.6,17,12,14.6,11.3,80.7,0.1,100,4.17,rain,0,0,34.6,18.3,165.5,1020.7,84.2,9.4,82.9,6.9,3,,2016-09-20 5:57:44,2016-09-20 18:02:20,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-21,53.51352531,9,19.5,11,15.1,19.5,11,15.1,10.1,73.2,0.2,100,8.33,rain,0,0,44.6,25.1,143.7,1022.8,80.5,10.2,191.3,15.8,7,,2016-09-21 5:56:42,2016-09-21 18:02:40,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-22,46.94086549,9,21.8,13,16.4,21.8,13,16.4,11.3,73.3,0,0,0,,0,0,41.4,21.8,120.8,1022.3,78.6,9.7,289.4,23.8,10,,2016-09-22 5:55:40,2016-09-22 18:02:59,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-23,40.94929108,9,28,14.9,19,27.2,14.9,19,12.1,66.4,0,0,0,,0,0,32.4,19.7,135.3,1020.5,49.3,10.4,301.5,25.1,10,,2016-09-23 5:54:38,2016-09-23 18:03:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-24,52.13034398,9,18.7,14,15.9,18.7,14,15.9,12.7,81.4,0,0,0,,0,0,37.4,17.5,151.9,1020.5,85.2,9.3,220.4,18.3,8,,2016-09-24 5:53:37,2016-09-24 18:03:39,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-25,49.82678126,9,15.6,12.6,14.6,15.6,12.6,14.6,11.9,83.7,0.3,100,12.5,rain,0,0,40.7,19.6,147.3,1019.9,93,8.2,135,11,6,,2016-09-25 5:52:35,2016-09-25 18:03:59,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-26,44.83654677,9,18.7,12,14.3,18.7,12,14.3,10.3,77.3,0,0,0,,0,0,33.8,17.9,152.5,1019.6,86.2,9.2,273.1,22.5,9,,2016-09-26 5:51:34,2016-09-26 18:04:19,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2016-09-27,51.66183415,9,21.2,10.1,15.7,21.2,10.1,15.7,9.8,69,0,0,0,,0,0,38.2,20.7,131.7,1020.9,56.7,10.4,317.9,26.3,10,,2016-09-27 5:50:33,2016-09-27 18:04:40,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
